path,title,creator_or_rights_holder,source_url,original_license_or_terms,license_url_or_notes
satellites/meteosat-11/meteosat-11-512px.png,,,https://tse1.mm.bing.net/th/id/OIP.QD0t5mg9RGwszGT_EkypJAHaKX?w=474&h=474&c=7,,
satellites/meteosat-11/meteosat-11-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-11/meteosat-11.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-9/meteosat-9-1024px.png,,,https://www-cdn.eumetsat.int/files/2023-09/Satellites_MSG.jpg,,
satellites/meteosat-9/meteosat-9-512px.png,,,https://www-cdn.eumetsat.int/files/2023-09/Satellites_MSG.jpg,,
satellites/meteosat-9/meteosat-9-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-9/meteosat-9.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/metop-b/metop-b-1024px.png,,,https://tse2.mm.bing.net/th/id/OIP.QvT-GG1XR6HQ6AiaMYzvOAAAAA?pid=Api,,
satellites/metop-b/metop-b-512px.png,,,https://tse2.mm.bing.net/th/id/OIP.QvT-GG1XR6HQ6AiaMYzvOAAAAA?pid=Api,,
satellites/metop-b/metop-b-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/metop-b/metop-b.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meznsat/Meznsat-1024px.png,,,https://space.skyrocket.de/img_sat/meznsat__1.jpg,,
satellites/meznsat/Meznsat-512px.png,,,https://space.skyrocket.de/img_sat/meznsat__1.jpg,,
satellites/meznsat/Meznsat-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meznsat/Meznsat.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/mtg-i1/MTG-i1-1024px.png,,,https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2012/02/mtg-i2/9992525-4-eng-GB/MTG-I_pillars.jpg,,
satellites/mtg-i1/MTG-i1-512px.png,,,https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2012/02/mtg-i2/9992525-4-eng-GB/MTG-I_pillars.jpg,,
satellites/mtg-i1/MTG-i1-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/mtg-i1/MTG-i1.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/novasar-1/NovaSAR-1-1024px.png,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSQ308qNsjsqJW4v5ljcigmZXn70Ruoc95Gg&s,,
satellites/novasar-1/NovaSAR-1-512px.png,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSQ308qNsjsqJW4v5ljcigmZXn70Ruoc95Gg&s,,
satellites/novasar-1/NovaSAR-1-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/novasar-1/NovaSAR-1.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/odin/Odin-1024px.png,,,https://www.eoportal.org/api/cms/documents/d/eoportal/odin_auto15-jpeg,,
satellites/odin/Odin-512px.png,,,https://www.eoportal.org/api/cms/documents/d/eoportal/odin_auto15-jpeg,,
satellites/odin/Odin-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/odin/Odin.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/planet-dove/planet-dove-1024px.png,,,https://cdn.sanity.io/images/hvd5n54p/blog/247354a3c193499da3277ead3988e477dff68634-1024x540.jpg?w=2048&q=75&fit=clip&auto=format,,
satellites/planet-dove/planet-dove-512px.png,,,https://cdn.sanity.io/images/hvd5n54p/blog/247354a3c193499da3277ead3988e477dff68634-1024x540.jpg?w=2048&q=75&fit=clip&auto=format,,
satellites/planet-dove/planet-dove-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/planet-dove/planet-dove.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/RapidEye/RapidEye-1024px.png,,,https://space.skyrocket.de/img_sat/rapideye-1__1.jpg,,
satellites/RapidEye/RapidEye-512px.png,,,https://space.skyrocket.de/img_sat/rapideye-1__1.jpg,,
satellites/RapidEye/RapidEye-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/RapidEye/RapidEye.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/saocom-1a/Saocom-1a-1024px.png,,,https://docs.mcube.terradue.com/missions/sar/media/saocom-1-sat.png,,
satellites/saocom-1a/Saocom-1a-512px.png,,,https://docs.mcube.terradue.com/missions/sar/media/saocom-1-sat.png,,
satellites/saocom-1a/Saocom-1a-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/saocom-1a/Saocom-1a.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/scisat-1/scisat-1-1024px.png,,,https://eo.belspo.be/sites/default/files/styles/xlarge/public/satellites/100._scisat_2.jpg?itok=A7X2dAkp,,
satellites/scisat-1/scisat-1-512px.png,,,https://eo.belspo.be/sites/default/files/styles/xlarge/public/satellites/100._scisat_2.jpg?itok=A7X2dAkp,,
satellites/scisat-1/scisat-1-icon.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/scisat-1/scisat-1.svg,,repo maintainers,https://github.com/gamedaygeorge/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-1/ Sentinal-1-1024px.png,,,https://sentiwiki.copernicus.eu/__attachments/1680406/Sentinel-1.jpg?inst-v=869f0208-33ab-4833-803c-33b10e8dbfd3,,
satellites/sentinel-1/ Sentinal-1-512px.png,,,https://sentiwiki.copernicus.eu/__attachments/1680406/Sentinel-1.jpg?inst-v=869f0208-33ab-4833-803c-33b10e8dbfd3,,
